human_gene,human_SIX2_normalized_ regulatory_score,ITGA8+_cells_RPKM,mouse_gene,mouse_Six2_normalized_ regulatory_score,Cited1+_cells_RPKM,z_score
ACTBL2,2.714,0.000,Actbl2,2.240,0.000,0.213
SPP1,0.284,20.399,Spp1,2.240,1.230,-1.231
CYTH3,0.426,14.196,Cyth3,2.235,24.100,-1.109
LRRC10,0.394,0.004,Lrrc10,2.235,0.010,-1.135
NUCB2,0.000,14.794,Nucb2,2.235,5.950,-1.495
FAM167B,0.000,1.409,Fam167b,2.230,0.142,-1.493
FOXK1,0.536,8.245,Foxk1,2.230,10.900,-1.018
HS6ST3,0.000,0.356,Hs6st3,2.230,0.140,-1.493
LCK,0.000,0.153,Lck,2.230,1.384,-1.493
SLC4A3,4.118,6.248,Slc4a3,2.230,10.310,0.749
SVIP,1.104,9.763,Svip,2.225,2.177,-0.614
SEC13,0.552,50.510,Sec13,2.220,48.490,-1.002
ITGA8,1.941,68.911,Itga8,2.215,41.290,-0.135
TIAM1,0.694,7.163,Tiam1,2.215,4.106,-0.892
PTPRJ,0.394,10.861,Ptprj,2.210,5.992,-1.125
CCDC91,0.300,5.071,Ccdc91,2.205,7.443,-1.204
UBL3,0.000,11.208,Ubl3,2.205,17.860,-1.485
PDCD4,0.331,25.411,Pdcd4,2.201,38.310,-1.175
FLRT3,2.777,4.923,Flrt3,2.196,4.820,0.261
HOXC4,1.199,55.132,Hoxc4,2.196,11.210,-0.541
NDUFS4,0.252,71.530,Ndufs4,2.196,52.980,-1.242
PIK3C3,2.335,11.426,Pik3c3,2.196,9.557,0.066
COL13A1,2.824,34.562,Col13a1,2.191,11.020,0.283
MCHR1,1.120,0.217,Mchr1,2.191,0.017,-0.588
SNAP91,0.000,0.402,Snap91,2.191,20.320,-1.480
ADAMTS9,0.584,6.424,Adamts9,2.186,10.510,-0.963
PITPNB,4.402,18.689,Pitpnb,2.186,28.950,0.863
LRRC8D,0.994,9.701,Lrrc8d,2.176,17.170,-0.664
PDSS2,0.742,4.231,Pdss2,2.176,4.666,-0.840
PRR5L,1.467,0.945,Prr5l,2.176,10.400,-0.371
FAM155A,1.373,2.218,Fam155a,2.171,0.497,-0.424
FNDC3A,0.899,22.852,Fndc3a,2.171,17.910,-0.726
ACTR2,0.000,47.347,Actr2,2.161,34.390,-1.470
GATA3,2.083,4.616,Gata3,2.161,0.753,-0.038
SHISA3,2.872,62.013,Shisa3,2.161,144.000,0.317
SLC12A6,0.000,6.681,Slc12a6,2.161,5.432,-1.470
ARL4C,1.925,4.719,Arl4c,2.156,6.476,-0.115
LRPAP1,0.000,9.285,Lrpap1,2.156,17.240,-1.468
ROBO1,2.477,34.146,Robo1,2.156,13.890,0.149
BEST3,0.394,0.036,Best3,2.152,0.005,-1.101
CHST2,0.205,15.239,Chst2,2.152,9.377,-1.268
RIN2,2.603,6.683,Rin2,2.152,6.622,0.207
ASAP1,2.935,13.037,Asap1,2.147,21.340,0.350
FIGNL1,0.000,4.069,Fignl1,2.147,15.650,-1.465
NCOR2,1.641,24.378,Ncor2,2.147,27.580,-0.260
NEBL,1.136,12.255,Nebl,2.147,0.917,-0.558
ARGLU1,1.152,124.187,Arglu1,2.142,40.860,-0.545
SLC24A3,2.951,0.602,Slc24a3,2.142,0.437,0.358
VTI1A,0.000,2.996,Vti1a,2.142,4.448,-1.463
DEPDC5,0.000,2.888,Depdc5,2.137,5.800,-1.462
FUT8,0.647,1.241,Fut8,2.137,3.858,-0.893
P4HA3,0.000,0.000,P4ha3,2.137,5.653,-1.462
TSHZ1,0.694,23.364,Tshz1,2.137,21.540,-0.857
YWHAH,0.000,47.101,Ywhah,2.137,65.830,-1.462
ST6GALNAC3,2.083,5.949,St6galnac3,2.132,3.206,-0.024
ADAM10,0.252,25.301,Adam10,2.127,60.950,-1.215
FSTL4,1.499,0.075,Fstl4,2.112,0.261,-0.323
PSMD7,0.000,32.234,Psmd7,2.112,66.610,-1.453
SAMD5,0.000,0.863,Samd5,2.112,0.804,-1.453
CD34,2.730,3.760,Cd34,2.107,0.993,0.283
OSBPL9,0.000,28.007,Osbpl9,2.107,13.970,-1.452
VPS13D,0.000,3.627,Vps13d,2.103,4.884,-1.450
CDC123,0.000,29.990,Cdc123,2.093,36.720,-1.447
FAT4,3.740,6.307,Fat4,2.093,9.280,0.682
PIP4K2A,4.923,10.771,Pip4k2a,2.093,5.309,1.068
ACTRT2,0.568,0.000,Actrt2,2.088,0.000,-0.933
ESRRG,0.505,1.761,Esrrg,2.088,0.701,-0.983
FAT3,2.887,11.566,Fat3,2.088,7.114,0.358
HOOK1,3.029,6.642,Hook1,2.088,6.672,0.416
TNC,0.363,60.249,Tnc,2.083,26.620,-1.100
FAT1,0.836,18.567,Fat1,2.078,24.190,-0.727
PRR16,0.000,0.396,Prr16,2.078,0.372,-1.442
SEC24B,0.000,12.766,Sec24b,2.078,20.630,-1.442
INO80D,1.341,3.042,Ino80d,2.073,4.268,-0.396
RNF157,0.489,14.303,Rnf157,2.073,14.160,-0.990
DMRT1,4.134,0.143,Dmrt1,2.068,0.000,0.829
FREM1,1.878,13.729,Frem1,2.068,10.270,-0.096
GOLPH3,0.000,34.621,Golph3,2.068,32.110,-1.438
SMNDC1,0.331,18.605,Smndc1,2.068,19.620,-1.121
HPS1,0.426,9.784,Hps1,2.063,4.475,-1.038
MRPL23,0.962,44.539,Mrpl23,2.063,54.980,-0.633
UST,2.730,7.139,Ust,2.063,8.362,0.304
MON2,0.489,7.241,Mon2,2.058,10.350,-0.983
HOXB4,0.805,8.808,Hoxb4,2.054,9.998,-0.739
SECISBP2,0.000,23.069,Secisbp2,2.049,7.816,-1.431
DCC,3.882,21.303,Dcc,2.044,0.255,0.755
OPA1,0.331,11.760,Opa1,2.044,14.760,-1.111
RIT2,1.294,0.000,Rit2,2.044,0.120,-0.410
XKR9,1.641,4.101,Xkr9,2.044,0.008,-0.210
NUFIP1,1.562,3.233,Nufip1,2.039,5.497,-0.251
SLC23A2,0.647,10.639,Slc23a2,2.039,4.242,-0.849
RBP1,0.000,209.829,Rbp1,2.034,49.230,-1.426
SLC16A1,0.473,22.601,Slc16a1,2.034,40.700,-0.986
FAM92B,0.000,0.228,Fam92b,2.029,0.024,-1.424
DCLK1,1.594,2.617,Dclk1,2.024,3.352,-0.226
LDHAL6B,0.678,0.062,Ldhal6b,2.019,0.125,-0.816
MEOX2,0.331,2.627,Meox2,2.019,27.550,-1.101
PLXNA4,2.856,1.284,Plxna4,2.019,1.268,0.379
SLC12A2,1.483,8.664,Slc12a2,2.019,55.440,-0.286
ATP5J,0.552,83.584,Atp5j,2.014,46.120,-0.913
DLEU7,0.000,0.592,Dleu7,2.014,1.868,-1.419
LLPH,0.000,13.473,Llph,2.014,30.170,-1.419
NOSTRIN,0.789,1.221,Nostrin,2.009,0.543,-0.730
ADK,1.294,7.433,Adk,2.005,23.190,-0.391
PLCE1,2.067,2.518,Plce1,2.005,0.486,0.031
USP36,0.868,11.207,Usp36,2.005,9.617,-0.671
CEP152,0.000,2.061,Cep152,2.000,8.241,-1.414
EPHA7,1.278,3.494,Epha7,2.000,1.805,-0.399
VGLL4,1.420,63.610,Vgll4,1.995,35.730,-0.311
MSR1,0.962,3.022,Msr1,1.990,0.902,-0.598
FBXW4,0.536,26.496,Fbxw4,1.985,11.310,-0.912
GPRC5C,0.000,14.825,Gprc5c,1.985,12.240,-1.409
IPCEF1,5.096,1.324,Ipcef1,1.985,0.071,1.169
ITGA9,0.631,7.602,Itga9,1.985,19.870,-0.837
FAM136A,0.521,33.995,Fam136a,1.980,30.580,-0.923
FAM178A,0.000,13.779,Fam178a,1.980,15.890,-1.407
KCNJ15,4.339,0.905,Kcnj15,1.980,0.159,0.938
PIK3R1,1.751,11.771,Pik3r1,1.980,6.158,-0.118
GPHN,1.041,3.911,Gphn,1.975,5.140,-0.538
NMNAT3,0.000,0.916,Nmnat3,1.975,1.165,-1.405
SLC13A1,1.783,0.091,Slc13a1,1.975,0.085,-0.099
EYA2,0.331,0.043,Eya2,1.970,13.420,-1.080
NFIL3,1.231,17.026,Nfil3,1.970,6.447,-0.413
GRIK4,1.010,3.546,Grik4,1.965,3.575,-0.554
LYST,0.347,1.113,Lyst,1.965,3.496,-1.064
ROR2,1.720,30.072,Ror2,1.965,3.349,-0.128
SDK1,0.789,2.219,Sdk1,1.965,1.002,-0.709
SPOCK2,1.467,67.582,Spock2,1.965,170.900,-0.269
LTBP1,2.288,81.297,Ltbp1,1.960,31.200,0.159
PEPD,0.000,18.802,Pepd,1.960,30.120,-1.400
EMG1,0.000,14.781,Emg1,1.956,57.200,-1.398
KCNQ5,0.884,0.081,Kcnq5,1.956,0.960,-0.636
SIK1,1.751,28.383,Sik1,1.956,15.030,-0.106
ANO2,1.341,3.159,Ano2,1.946,0.030,-0.333
MYOM2,2.177,2.249,Myom2,1.946,0.028,0.114
PLXNA2,4.954,10.355,Plxna2,1.946,1.958,1.145
FAM5B,2.288,0.230,Fam5b,1.941,0.045,0.169
HPGD,0.647,1.285,Hpgd,1.941,11.660,-0.804
PARD3B,2.651,3.081,Pard3b,1.941,2.125,0.331
TANK,0.505,6.821,Tank,1.941,3.866,-0.918
JPH4,0.000,22.084,Jph4,1.936,0.412,-1.391
CHD2,0.694,18.086,Chd2,1.931,12.600,-0.763
DOK7,0.000,0.468,Dok7,1.931,0.197,-1.390
MGST2,2.114,7.607,Mgst2,1.931,0.190,0.091
UBASH3B,1.452,2.464,Ubash3b,1.931,2.124,-0.261
DAPL1,4.402,235.151,Dapl1,1.921,0.050,0.987
KCNRG,0.000,0.660,Kcnrg,1.916,0.178,-1.384
UTRN,2.114,9.222,Utrn,1.916,12.600,0.099
BMP2,1.199,3.014,Bmp2,1.911,1.099,-0.404
PTPN13,0.000,21.928,Ptpn13,1.911,3.566,-1.383
MAB21L1,1.199,0.018,Mab21l1,1.907,0.078,-0.401
ANKFN1,0.000,0.521,Ankfn1,1.902,0.044,-1.379
BMP4,3.408,12.759,Bmp4,1.902,3.244,0.654
LYPLAL1,1.310,4.286,Lyplal1,1.902,5.851,-0.330
CDKN3,2.477,8.495,Cdkn3,1.897,3.792,0.278
TBX3,0.316,6.514,Tbx3,1.897,1.176,-1.063
TGOLN2,0.726,27.003,Tgoln2,1.897,0.000,-0.723
JAZF1,2.051,1.289,Jazf1,1.892,0.734,0.080
OLFML1,0.000,5.446,Olfml1,1.892,4.747,-1.375
THADA,0.000,5.763,Thada,1.892,5.986,-1.375
CKAP4,0.568,60.140,Ckap4,1.887,40.930,-0.842
DOCK9,0.931,9.776,Dock9,1.887,9.234,-0.570
KIF16B,0.284,2.747,Kif16b,1.887,5.020,-1.088
DAAM1,1.341,9.276,Daam1,1.882,4.325,-0.301
DDX1,2.414,58.684,Ddx1,1.882,55.150,0.257
SH3BP4,2.051,16.846,Sh3bp4,1.882,9.406,0.085
CD44,0.442,2.242,Cd44,1.877,1.913,-0.943
HMCN1,1.215,21.467,Hmcn1,1.877,18.560,-0.377
EPHB1,2.887,1.252,Ephb1,1.872,0.630,0.465
ADAMTS17,0.000,0.908,Adamts17,1.867,10.890,-1.366
ISCA2,0.757,9.592,Isca2,1.862,14.450,-0.683
PHLPP1,0.726,5.987,Phlpp1,1.862,3.788,-0.706
UMPS,0.000,5.335,Umps,1.862,21.560,-1.365
ZEB1,0.000,7.531,Zeb1,1.862,16.940,-1.365
ANAPC1,0.000,9.965,Anapc1,1.858,26.130,-1.363
CYTH1,0.000,10.384,Cyth1,1.858,13.440,-1.363
OTOS,0.552,2.654,Otos,1.858,0.010,-0.841
TRPV2,0.000,1.038,Trpv2,1.858,0.283,-1.363
ZEB2,2.099,10.621,Zeb2,1.858,5.637,0.121
NKX6-1,0.742,0.000,Nkx6-1,1.853,0.030,-0.690
PPP1R3B,0.536,3.175,Ppp1r3b,1.853,2.007,-0.852
TNFRSF19,4.024,51.405,Tnfrsf19,1.853,3.567,0.896
CHST9,3.487,2.057,Chst9,1.848,0.877,0.710
LHX1,0.742,8.299,Lhx1,1.848,0.929,-0.687
LRP2,0.363,0.423,Lrp2,1.848,2.168,-0.999
GAB2,0.000,5.471,Gab2,1.843,4.076,-1.358
RBMS1,0.726,24.056,Rbms1,1.843,14.400,-0.697
AFF1,2.430,9.594,Aff1,1.833,4.857,0.289
AIPL1,0.252,0.966,Aipl1,1.833,0.076,-1.094
TCF4,3.235,17.173,Tcf4,1.833,20.430,0.623
ARHGAP21,0.884,18.688,Arhgap21,1.828,8.561,-0.574
NELL1,1.436,0.634,Nell1,1.828,24.810,-0.217
GJA1,2.083,40.829,Gja1,1.823,36.080,0.131
HS3ST6,0.000,0.225,Hs3st6,1.823,35.640,-1.350
ITGB1,3.187,132.291,Itgb1,1.823,76.330,0.609
THSD7B,0.678,0.325,Thsd7b,1.823,0.050,-0.724
DST,0.316,5.520,Dst,1.818,25.040,-1.029
IGSF3,0.000,5.720,Igsf3,1.818,6.838,-1.348
MAPK4,0.000,4.196,Mapk4,1.818,1.110,-1.348
PARVA,0.505,13.719,Parva,1.818,30.980,-0.862
MRM1,0.742,1.184,Mrm1,1.813,3.187,-0.671
NARS2,2.714,10.427,Nars2,1.813,3.142,0.423
RAB11FIP3,0.000,26.968,Rab11fip3,1.813,12.750,-1.347
SLC25A26,1.452,4.637,Slc25a26,1.809,3.423,-0.198
TOP1,0.600,29.544,Top1,1.809,56.790,-0.779
SOD1,0.000,112.024,Sod1,1.804,258.100,-1.343
EFNB2,3.329,32.141,Efnb2,1.799,3.013,0.676
GADL1,1.736,0.000,Gadl1,1.799,0.018,-0.034
IFNK,2.682,0.103,Ifnk,1.799,0.000,0.417
KLHDC8A,0.000,0.613,Klhdc8a,1.799,2.117,-1.341
VPS8,1.325,8.122,Vps8,1.794,3.517,-0.265
ZBTB43,0.300,5.073,Zbtb43,1.794,5.556,-1.033
ATG7,1.310,3.346,Atg7,1.789,5.158,-0.272
GSG1L,0.789,0.205,Gsg1l,1.789,0.096,-0.623
SLC30A5,0.820,14.639,Slc30a5,1.789,16.600,-0.600
SLC7A11,2.493,3.086,Slc7a11,1.784,0.374,0.343
SPOCK1,2.130,2.944,Spock1,1.784,0.299,0.175
FOXD1,2.919,79.615,Foxd1,1.779,21.800,0.526
KIF6,0.316,0.102,Kif6,1.779,0.107,-1.011
HPSE2,0.347,0.076,Hpse2,1.774,0.075,-0.980
KATNAL1,0.268,5.548,Katnal1,1.774,4.185,-1.054
PRKRIR,0.631,23.915,Prkrir,1.774,27.220,-0.737
PTPN3,0.994,2.503,Ptpn3,1.774,1.332,-0.469
CXXC5,0.347,127.444,Cxxc5,1.769,71.520,-0.978
GAS2,0.363,1.484,Gas2,1.769,12.700,-0.963
INSL5,0.000,0.000,Insl5,1.769,0.026,-1.330
NFIB,1.215,0.970,Nfib,1.769,1.281,-0.321
TRMT11,2.398,11.208,Trmt11,1.769,4.313,0.308
DERL1,1.688,15.694,Derl1,1.764,20.760,-0.041
HOXD11,0.458,127.818,Hoxd11,1.764,71.400,-0.877
LPIN2,0.852,17.912,Lpin2,1.764,35.520,-0.564
MED10,0.237,18.240,Med10,1.764,23.880,-1.080
CHCHD3,3.171,35.414,Chchd3,1.759,34.780,0.636
FOXJ1,0.000,2.377,Foxj1,1.759,2.165,-1.326
HOXD10,0.458,101.693,Hoxd10,1.759,32.990,-0.874
SLC39A11,2.398,1.235,Slc39a11,1.759,3.215,0.313
TOM1L1,0.000,6.368,Tom1l1,1.759,11.300,-1.326
DGKH,0.363,2.618,Dgkh,1.755,1.245,-0.956
FOXO1,0.836,5.006,Foxo1,1.755,6.562,-0.571
NEK2,0.000,9.255,Nek2,1.755,9.032,-1.325
ARHGAP15,0.426,0.682,Arhgap15,1.750,0.075,-0.897
ANKRD6,1.247,8.169,Ankrd6,1.745,18.030,-0.288
COG6,0.584,6.305,Cog6,1.745,10.470,-0.761
DUSP6,0.536,30.110,Dusp6,1.745,34.090,-0.800
HSF2BP,0.410,0.797,Hsf2bp,1.745,0.106,-0.909
NRCAM,0.300,1.672,Nrcam,1.745,0.266,-1.011
BOP1,0.000,22.818,Bop1,1.740,30.400,-1.319
CDH2,3.377,52.651,Cdh2,1.740,49.240,0.724
CTNNBL1,1.089,19.531,Ctnnbl1,1.740,18.270,-0.387
RASSF2,0.710,4.326,Rassf2,1.740,1.289,-0.658
UBTD1,0.000,11.617,Ubtd1,1.740,32.790,-1.319
LAMA4,1.783,87.623,Lama4,1.735,4.983,0.026
NOG,1.199,8.571,Nog,1.730,0.429,-0.310
SPC25,0.000,17.913,Spc25,1.730,28.120,-1.315
TBCEL,1.073,5.198,Tbcel,1.725,6.916,-0.390
TMEM18,0.742,16.982,Tmem18,1.725,5.568,-0.626
E2F3,0.000,12.648,E2f3,1.720,16.030,-1.312
EDN2,0.584,0.186,Edn2,1.720,0.006,-0.749
RFTN1,0.331,6.208,Rftn1,1.720,0.788,-0.970
FAM19A1,0.284,0.160,Fam19a1,1.715,0.271,-1.012
KLHL8,3.708,6.195,Klhl8,1.715,3.368,0.856
PITX1,0.000,0.000,Pitx1,1.710,0.030,-1.308
SCN5A,0.000,1.664,Scn5a,1.710,0.256,-1.308
TULP4,0.000,4.669,Tulp4,1.710,12.810,-1.308
ZSWIM6,0.300,9.345,Zswim6,1.710,8.445,-0.995
MURC,0.331,2.855,Murc,1.706,0.769,-0.963
PPP2R4,0.994,42.517,Ppp2r4,1.706,61.290,-0.433
TRIML1,0.820,0.000,Triml1,1.706,0.000,-0.557
CCDC109B,0.000,8.739,Ccdc109b,1.701,0.085,-1.304
DACT2,0.300,2.678,Dact2,1.701,1.126,-0.990
FAM26F,0.000,8.584,Fam26f,1.701,0.174,-1.304
KIF2B,1.089,0.000,Kif2b,1.701,0.000,-0.366
PROKR1,0.000,0.197,Prokr1,1.701,2.515,-1.304
PTHLH,0.000,0.261,Pthlh,1.701,0.827,-1.304
SEMA6A,3.313,13.995,Sema6a,1.701,1.404,0.720
AEBP2,1.073,9.201,Aebp2,1.696,29.070,-0.374
OSTF1,0.852,5.476,Ostf1,1.696,10.280,-0.529
SEC16B,2.288,1.592,Sec16b,1.696,0.464,0.297
TRAF3IP2,1.373,3.091,Traf3ip2,1.696,1.629,-0.184
FBN1,0.773,15.417,Fbn1,1.691,9.351,-0.585
SH3PXD2A,1.673,23.590,Sh3pxd2a,1.691,14.500,-0.010
MAPK10,0.820,3.704,Mapk10,1.686,0.008,-0.547
NEBL,1.136,12.255,Nebl,1.686,0.917,-0.327
IBTK,0.000,9.322,Ibtk,1.681,13.960,-1.297
PGM2L1,0.000,1.409,Pgm2l1,1.681,5.632,-1.297
APOBEC2,0.000,0.270,Apobec2,1.676,0.193,-1.295
EMCN,1.862,9.879,Emcn,1.676,1.065,0.099
FOXN1,0.994,0.310,Foxn1,1.676,0.001,-0.417
FZD7,2.383,42.208,Fzd7,1.676,25.220,0.351
OTX2,0.615,0.000,Otx2,1.676,0.000,-0.701
PPHLN1,0.300,25.706,Pphln1,1.676,15.290,-0.979
SH3GLB1,0.473,14.313,Sh3glb1,1.676,16.570,-0.820
SOST,1.104,1.657,Sost,1.676,5.261,-0.343
SUDS3,0.000,14.358,Suds3,1.676,32.230,-1.295
ADAM12,0.000,2.642,Adam12,1.671,0.858,-1.293
ADAMTS20,0.962,1.082,Adamts20,1.666,0.356,-0.434
ALCAM,0.347,9.742,Alcam,1.666,36.730,-0.930
DPT,1.168,0.063,Dpt,1.666,0.126,-0.296
LYSMD4,0.000,4.898,Lysmd4,1.666,4.357,-1.291
RDH14,0.568,12.401,Rdh14,1.666,10.840,-0.735
15-Sep,0.000,42.984,15-Sep,1.666,87.760,-1.291
FHIT,1.136,3.524,Fhit,1.661,0.927,-0.314
HOXB3,0.789,46.557,Hoxb3,1.657,33.500,-0.555
KLHL14,6.169,23.338,Klhl14,1.657,4.895,1.613
NELL2,0.568,10.160,Nell2,1.657,4.655,-0.730
SHOX2,2.335,0.000,Shox2,1.657,0.000,0.340
SLC44A3,0.663,0.737,Slc44a3,1.657,0.061,-0.653
TDRD7,0.000,1.221,Tdrd7,1.657,3.702,-1.287
BBS5,0.000,24.203,Bbs5,1.652,4.396,-1.285
H2AFY,0.000,118.710,H2afy,1.652,128.700,-1.285
KIF26A,0.000,0.751,Kif26a,1.652,0.553,-1.285
SCG2,0.000,0.041,Scg2,1.652,0.000,-1.285
SPATA18,1.404,0.165,Spata18,1.652,0.030,-0.142
UACA,2.461,5.153,Uaca,1.652,8.057,0.399
ANKRD2,0.316,0.000,Ankrd2,1.647,0.089,-0.950
EEF1E1,0.000,21.984,Eef1e1,1.647,30.310,-1.283
FAM19A3,0.000,0.671,Fam19a3,1.647,0.015,-1.283
NCK2,0.000,38.538,Nck2,1.647,17.610,-1.283
APLF,0.000,0.927,Aplf,1.642,5.022,-1.281
DLG2,0.000,0.393,Dlg2,1.637,0.050,-1.279
HOXD12,0.458,2.371,Hoxd12,1.637,11.280,-0.815
MGLL,0.000,1.987,Mgll,1.637,0.457,-1.279
DSE,0.000,13.342,Dse,1.632,6.985,-1.278
MAP3K1,1.231,7.874,Map3k1,1.632,5.439,-0.237
MED13L,0.268,14.417,Med13l,1.632,7.741,-0.989
SLC1A2,0.820,0.166,Slc1a2,1.632,0.060,-0.518
VEPH1,2.682,1.704,Veph1,1.632,0.323,0.506
ZWINT,0.773,24.618,Zwint,1.632,17.800,-0.554
SLC8A1,1.120,5.104,Slc8a1,1.627,1.555,-0.306
STK24,4.513,40.226,Stk24,1.627,31.020,1.165
LHFP,0.615,10.220,Lhfp,1.622,14.320,-0.673
SMARCA2,2.509,7.243,Smarca2,1.622,14.470,0.436
ARMC3,0.000,0.630,Armc3,1.617,0.042,-1.272
PITX2,1.089,0.000,Pitx2,1.617,0.208,-0.321
RHBDF2,0.000,3.337,Rhbdf2,1.617,6.853,-1.272
TPK1,2.004,1.665,Tpk1,1.617,3.015,0.203
AGPAT9,0.978,1.312,Agpat9,1.612,0.090,-0.394
GYPA,0.000,0.000,Gypa,1.612,0.032,-1.270
IL33,0.962,0.162,Il33,1.612,8.791,-0.405
LMO4,1.247,12.376,Lmo4,1.612,23.330,-0.216
NEGR1,1.168,0.283,Negr1,1.612,7.612,-0.267
SMAD6,0.300,19.547,Smad6,1.612,12.950,-0.949
STXBP5,0.978,9.554,Stxbp5,1.612,1.277,-0.394
BHLHE40,1.578,22.845,Bhlhe40,1.608,1.660,-0.017
CYP26B1,0.000,0.759,Cyp26b1,1.608,0.205,-1.268
FA2H,0.000,0.304,Fa2h,1.608,1.658,-1.268
IL17RD,0.000,21.694,Il17rd,1.608,14.290,-1.268
LEMD1,0.000,0.196,Lemd1,1.608,0.033,-1.268
SYT9,0.000,0.309,Syt9,1.608,4.847,-1.268
TUBGCP3,0.316,14.086,Tubgcp3,1.608,13.460,-0.932
GPC5,2.935,0.829,Gpc5,1.603,0.244,0.625
ABTB1,0.000,17.682,Abtb1,1.598,8.255,-1.264
ANKRD55,0.000,0.084,Ankrd55,1.598,0.021,-1.264
CGA,0.000,0.355,Cga,1.598,0.000,-1.264
FAM43A,0.000,5.020,Fam43a,1.598,4.099,-1.264
GMPR,1.909,0.515,Gmpr,1.598,9.150,0.166
IER5L,0.000,24.526,Ier5l,1.598,21.080,-1.264
RAB11FIP2,0.820,5.257,Rab11fip2,1.598,3.756,-0.500
UNC119,0.000,28.467,Unc119,1.598,31.810,-1.264
ARF6,0.394,23.540,Arf6,1.593,31.210,-0.850
CHST5,0.000,0.762,Chst5,1.593,1.659,-1.262
CABYR,0.316,3.588,Cabyr,1.583,0.168,-0.920
KIF18A,2.130,3.494,Kif18a,1.583,2.778,0.284
PPP3CA,1.057,9.927,Ppp3ca,1.583,20.960,-0.324
RANBP6,0.773,9.635,Ranbp6,1.583,4.941,-0.528
AANAT,0.000,0.234,Aanat,1.578,0.012,-1.256
HSPA8,0.379,299.257,Hspa8,1.578,1509.000,-0.857
LIMCH1,0.394,3.201,Limch1,1.578,8.048,-0.843
MIPEP,2.493,4.466,Mipep,1.578,11.960,0.453
PPM1B,0.000,17.772,Ppm1b,1.578,30.710,-1.256
SGMS1,0.252,5.031,Sgms1,1.578,3.680,-0.980
CNOT8,0.000,31.074,Cnot8,1.573,29.880,-1.254
HS3ST3A1,3.377,7.871,Hs3st3a1,1.573,0.048,0.811
COX7A2L,1.357,73.068,Cox7a2l,1.568,139.800,-0.124
HHIP,0.000,0.173,Hhip,1.568,0.077,-1.252
SULF1,1.215,3.239,Sulf1,1.568,2.695,-0.212
CLSTN2,0.000,0.289,Clstn2,1.563,1.396,-1.250
HAO1,0.316,0.000,Hao1,1.563,0.004,-0.910
MINPP1,0.000,9.925,Minpp1,1.563,24.670,-1.250
SFXN3,0.000,8.809,Sfxn3,1.563,12.210,-1.250
SLC45A1,2.446,0.922,Slc45a1,1.563,0.044,0.441
SMARCD2,0.000,25.232,Smarcd2,1.563,36.720,-1.250
SPSB1,0.000,3.081,Spsb1,1.563,5.611,-1.250
ST3GAL1,1.594,7.811,St3gal1,1.563,15.930,0.017
GPR133,0.962,1.304,Gpr133,1.559,0.064,-0.375
LPGAT1,0.000,7.782,Lpgat1,1.559,17.270,-1.248
RAVER2,1.215,11.934,Raver2,1.554,13.290,-0.204
ENTPD4,0.000,8.979,Entpd4,1.549,22.580,-1.244
GPATCH2,0.489,5.837,Gpatch2,1.549,5.835,-0.742
LHX5,0.379,0.077,Lhx5,1.549,0.108,-0.843
ADD2,0.742,8.069,Add2,1.544,0.946,-0.531
MAFB,2.256,9.112,Mafb,1.544,3.594,0.365
OSTM1,0.458,3.822,Ostm1,1.544,2.045,-0.768
TRPV4,0.000,1.415,Trpv4,1.544,0.666,-1.243
DHX36,0.000,13.701,Dhx36,1.539,15.490,-1.241
RABGEF1,0.000,5.920,Rabgef1,1.539,9.133,-1.241
SMYD2,2.509,23.312,Smyd2,1.539,34.630,0.482
PKIG,0.000,31.205,Pkig,1.534,51.070,-1.239
MYOM1,0.505,1.442,Myom1,1.529,0.196,-0.718
RHOBTB1,0.394,11.115,Rhobtb1,1.529,7.239,-0.818
SH3RF3,2.020,8.413,Sh3rf3,1.529,2.641,0.260
TRIM33,0.000,13.386,Trim33,1.529,11.650,-1.237
ATOH1,1.168,0.000,Atoh1,1.524,0.007,-0.217
BCL11B,1.531,2.029,Bcl11b,1.524,0.962,0.004
MAN2A1,1.231,5.312,Man2a1,1.524,6.622,-0.177
ALDH8A1,0.978,0.800,Aldh8a1,1.519,0.132,-0.342
EDNRA,1.325,20.099,Ednra,1.519,6.628,-0.115
FAM107A,1.436,10.223,Fam107a,1.519,7.038,-0.049
PHOX2B,0.347,0.000,Phox2b,1.514,0.005,-0.856
PRIM2,3.029,7.010,Prim2,1.514,12.000,0.711
TMEM194B,0.000,2.221,Tmem194b,1.514,3.586,-1.231
ZCCHC2,0.000,4.375,Zcchc2,1.514,11.090,-1.231
FAM134B,2.130,5.800,Fam134b,1.510,1.146,0.325
LAMC2,2.256,2.130,Lamc2,1.510,1.091,0.385
NFIA,0.584,1.174,Nfia,1.510,0.931,-0.640
PSAT1,0.820,18.963,Psat1,1.510,37.390,-0.451
RUNX1,0.000,4.493,Runx1,1.510,0.199,-1.229
TRIM62,0.710,5.705,Trim62,1.510,6.380,-0.537
VAPB,0.000,6.437,Vapb,1.510,8.888,-1.229
KCNJ6,0.284,0.290,Kcnj6,1.505,0.003,-0.913
KCNS3,0.568,0.817,Kcns3,1.505,1.194,-0.651
AHDC1,0.300,25.406,Ahdc1,1.500,17.610,-0.895
PPARGC1A,1.010,0.363,Ppargc1a,1.500,0.875,-0.309
RAD18,0.978,4.081,Rad18,1.500,7.203,-0.331
TGFB3,0.347,7.515,Tgfb3,1.500,12.430,-0.848
